潮流計算条件名,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,繝吶・繧ｹ繧ｱ繝ｼ繧ｹ,
5.76,277.50095,276.22640,280.44990,276.42978,281.09254,281.66925,282.37699,281.53819,281.37175,279.91588,511.54137,509.40990,509.59575,510.35732,511.52569,523.14025,514.61256,281.73062,281.47649,511.59471,512.87198,513.65501,513.06552,514.25374,511.74092,514.07063,516.25687,514.48488,517.42977,519.01257,518.73577,524.44708,524.31434,527.29017,529.90592,513.00496,511.99615,282.51120,282.83752,283.94026,285.45724,288.37577,290.02874,281.45321,282.96832,285.31172,281.37893,289.96979,529.72990,514.37616,510.19466,
5.77,277.51767,276.19584,280.42266,276.45089,281.12021,281.88660,282.38243,281.50612,281.34526,279.90099,511.57999,509.34213,509.53752,510.40757,511.60061,523.63968,514.61905,281.69194,281.44495,511.55972,512.93135,513.73005,513.12053,514.34046,511.75296,514.15509,516.39283,514.59616,517.57407,519.21606,518.86857,524.80263,524.67960,527.76051,530.47436,512.93945,511.93702,282.55277,282.88548,284.01527,285.56933,288.57683,290.28801,281.46023,283.02992,285.38515,281.35864,289.93295,530.29871,514.50825,510.24497,
5.78,277.53317,276.16549,280.39562,276.47184,281.14725,282.09565,282.38539,281.47308,281.31815,279.88549,511.61557,509.27514,509.48000,510.45734,511.67357,524.11848,514.61929,281.65194,281.41266,511.52325,512.98624,513.79955,513.17102,514.42105,511.76262,514.23395,516.51990,514.70125,517.70788,519.40632,518.98903,525.13641,525.02316,528.20456,531.01230,512.87043,511.87599,282.59126,282.93003,284.08539,285.67423,288.76605,290.53273,281.46597,283.08818,285.45167,281.33759,289.89482,530.83688,514.62811,510.29474,
5.79,277.54750,276.13555,280.36906,276.49269,281.17371,282.29638,282.38571,281.43905,281.29045,279.86932,511.64842,509.20951,509.42367,510.50663,511.74486,524.57649,514.61351,281.61077,281.37962,511.48552,513.03691,513.86398,513.21739,514.49579,511.77025,514.30756,516.63840,514.80055,517.83144,519.58394,519.09745,525.44880,525.34556,528.62251,531.51959,512.79801,511.81322,282.62696,282.97137,284.15076,285.77212,288.94354,290.76307,281.47062,283.14322,285.51160,281.31589,289.85551,531.34453,514.73606,510.34409,
5.8,277.56081,276.10615,280.34310,276.51341,281.19957,282.48855,282.38375,281.40424,281.26229,279.85260,511.67876,509.14526,509.36878,510.55551,511.81453,525.01339,514.60201,281.56861,281.34598,511.44660,513.08370,513.92359,513.26007,514.56505,511.77633,514.37616,516.74855,514.89443,517.94523,519.74905,519.19419,525.73997,525.64687,529.01435,531.99631,512.72255,511.74903,282.66000,283.00966,284.21157,285.86309,289.10941,290.97897,281.47439,283.19521,285.56506,281.29353,289.81519,531.82167,514.83244,510.39302,
5.81,277.57307,276.07733,280.31776,276.53406,281.22498,282.67204,282.37955,281.36867,281.23367,279.83530,511.70665,509.08279,509.31567,510.60414,511.88290,525.42889,514.58514,281.52553,281.31182,511.40648,513.12667,513.97854,513.29911,514.62901,511.78116,514.44006,516.85065,514.98294,518.04960,519.90181,519.27966,526.00992,525.92713,529.38008,532.44245,512.64429,511.68340,282.69049,283.04504,284.26792,285.94731,289.26372,291.18058,281.47747,283.24432,285.61224,281.27058,289.77395,532.26817,514.91749,510.44172,
5.82,277.58395,276.04871,280.29278,276.55422,281.24954,282.84680,282.37293,281.33188,281.20397,279.81681,511.72709,509.01872,509.25803,510.64903,511.94370,525.82121,514.55730,281.47852,281.27402,511.36190,513.15808,514.02038,513.32629,514.67937,511.77615,514.49132,516.93761,515.05822,518.13751,520.03706,519.34719,526.25674,526.18551,529.72096,532.85754,512.55620,511.60890,282.71393,283.07339,284.31651,286.02254,289.40665,291.36938,281.47544,283.28658,285.65053,281.24059,289.73117,532.69356,514.99623,510.48905,
5.83,277.59346,276.02085,280.26819,276.57432,281.27301,283.01193,282.36349,281.29500,281.17469,279.79819,511.74897,508.95935,509.20731,510.69635,512.00742,526.19165,514.52839,281.43384,281.23895,511.31910,513.19116,514.06312,513.35543,514.72944,511.77591,514.54252,517.01957,515.13278,518.21846,520.16050,519.40584,526.47883,526.41767,530.02793,533.23615,512.47227,511.54059,282.73757,283.10096,284.36155,286.09040,289.53428,291.53827,281.47551,283.32765,285.68265,281.21633,289.68816,533.07033,515.05280,510.53584,
5.84,277.60267,275.99423,280.24527,276.59484,281.29687,283.16840,282.35267,281.25789,281.14529,279.77930,511.77019,508.90309,509.16100,510.74463,512.07203,526.54099,514.49615,281.38876,281.20371,511.27589,513.22383,514.10508,513.38494,514.77826,511.77824,514.59330,517.09795,515.20610,518.29457,520.27667,519.45776,526.68494,526.63440,530.31445,533.58912,512.38710,511.47187,282.76078,283.12794,284.40479,286.15436,289.65341,291.69593,281.47714,283.36821,285.71124,281.19184,289.64485,533.42235,515.10340,510.58382,
5.85,277.61133,275.96869,280.22377,276.61556,281.32074,283.31605,282.34018,281.22052,281.11568,279.75993,511.78992,508.84968,509.11802,510.79333,512.13640,526.86858,514.45991,281.34339,281.16830,511.23190,513.25452,514.14436,513.41301,514.82397,511.78145,514.64152,517.17049,515.27607,518.36336,520.38276,519.50067,526.87228,526.83216,530.57683,533.91331,512.30049,511.40255,282.78261,283.15325,284.44485,286.21278,289.76221,291.84043,281.47931,283.40705,285.73498,281.16699,289.60119,533.74606,515.14548,510.63222,
5.86,277.61933,275.94430,280.20364,276.63651,281.34457,283.45469,282.32608,281.18302,281.08598,279.74010,511.80828,508.79925,509.07850,510.84244,512.20042,527.17423,514.41973,281.29779,281.13273,511.18702,513.28325,514.18084,513.43948,514.86611,511.78551,514.68706,517.23695,515.34265,518.42463,520.47861,519.53441,527.04018,527.01062,530.81453,534.20824,512.21246,511.33257,282.80294,283.17669,284.48157,286.26563,289.86046,291.97136,281.48193,283.44400,285.75360,281.14168,289.55726,534.04069,515.17868,510.68115,
5.87,277.62677,275.92109,280.18492,276.65765,281.36824,283.58421,282.31031,281.14545,281.05625,279.71974,511.82520,508.75187,509.04250,510.89185,512.26389,527.45754,514.37581,281.25206,281.09713,511.14130,513.30984,514.21440,513.46433,514.90486,511.79028,514.72980,517.29715,515.40548,518.47827,520.56390,519.55885,527.18872,527.16976,531.02762,534.47348,512.12335,511.26224,282.82169,283.19823,284.51487,286.31270,289.94806,292.08873,281.48504,283.47891,285.76720,281.11601,289.51320,534.30593,515.20276,510.73045,
5.88,277.63375,275.89913,280.16771,276.67902,281.39188,283.70449,282.29304,281.10788,281.02658,279.69892,511.84106,508.70770,509.01031,510.94174,512.32719,527.71854,514.32824,281.20629,281.06153,511.09487,513.33463,514.24539,513.48782,514.94038,511.79618,514.76997,517.35145,515.46502,518.52453,520.63906,519.57434,527.31800,527.30954,531.21603,534.70933,512.03322,511.19161,282.83903,283.21800,284.54494,286.35417,290.02510,292.19252,281.48875,283.51199,285.77586,281.09002,289.46904,534.54173,515.21802,510.78022,
5.89,277.64014,275.87854,280.15211,276.70063,281.41545,283.81552,282.27442,281.07048,280.99695,279.67771,511.85560,508.66693,508.98230,510.99217,512.39038,527.95714,514.27740,281.16066,281.02602,511.04772,513.35764,514.27394,513.51005,514.97287,511.80333,514.80782,517.39991,515.52135,518.56363,520.70415,519.58126,527.42833,527.43036,531.38006,534.91580,511.94263,511.12092,282.85500,283.23613,284.57178,286.39013,290.09161,292.28280,281.49311,283.54330,285.77976,281.06369,289.42501,534.74826,515.22470,510.83046,
5.9,277.64611,275.85930,280.13814,276.72246,281.43899,283.91718,282.25429,281.03330,280.96744,279.65611,511.86919,508.62974,508.95822,511.04307,512.45314,528.17315,514.22334,281.11522,280.99068,510.99998,513.37904,514.30005,513.53115,515.00231,511.81179,514.84334,517.44270,515.57440,518.59564,520.75934,519.57947,527.51958,527.53216,531.51965,535.09295,511.85137,511.05016,282.86965,283.25255,284.59549,286.42059,290.14770,292.35967,281.49826,283.57280,285.77887,281.03710,289.38108,534.92546,515.22285,510.88125,
5.91,277.65168,275.84156,280.12588,276.74459,281.46252,284.00950,282.23298,280.99639,280.93817,279.63411,511.88183,508.59630,508.93855,511.09445,512.51572,528.36657,514.16624,281.07008,280.95554,510.95164,513.39906,514.32401,513.55135,515.02895,511.82187,514.87678,517.47990,515.62434,518.62079,520.80476,519.56946,527.59224,527.61525,531.63505,535.24101,511.76000,510.97959,282.88309,283.26747,284.61617,286.44573,290.19344,292.42321,281.50429,283.60063,285.77346,281.01032,289.33745,535.07352,515.21283,510.93251,
5.92,277.65680,275.82530,280.11539,276.76701,281.48606,284.09237,282.21039,280.95993,280.90909,279.61175,511.89357,508.56656,508.92335,511.14649,512.57831,528.53733,514.10639,281.02537,280.92073,510.90282,513.41760,514.34577,513.57073,515.05291,511.83361,514.90819,517.51173,515.67143,518.63915,520.84064,519.55140,527.64636,527.67962,531.72642,535.35992,511.66862,510.90926,282.89535,283.28087,284.63384,286.46557,290.22891,292.47346,281.51117,283.62689,285.76359,280.98331,289.29414,535.19261,515.19483,510.98448,
5.93,277.66165,275.81065,280.10674,276.78970,281.50960,284.16587,282.18672,280.92394,280.88034,279.58913,511.90460,508.54087,508.91268,511.19912,512.64083,528.68545,514.04399,280.98121,280.88627,510.85365,513.43501,514.36567,513.58950,515.07443,511.84732,514.93782,517.53831,515.71572,518.65119,520.86705,519.52553,527.68213,527.72564,531.79383,535.45016,511.57749,510.83940,282.90656,283.29290,284.64869,286.48025,290.25428,292.51054,281.51914,283.65155,285.74943,280.95620,289.25136,535.28291,515.16902,511.03693,
5.94,277.66617,275.79760,280.09992,276.81265,281.53314,284.22986,282.16194,280.88850,280.85195,279.56622,511.91497,508.51917,508.90678,511.25234,512.70318,528.81086,513.97914,280.93761,280.85224,510.80418,513.45128,514.38361,513.60756,515.09345,511.86281,514.96559,517.55983,515.75720,518.65655,520.88416,519.49185,527.69965,527.75335,531.83752,535.51155,511.48665,510.77008,282.91669,283.30359,284.66063,286.48976,290.26956,292.53447,281.52815,283.67462,285.73098,280.92902,289.20907,535.34442,515.13559,511.09004,
5.95,277.67047,275.78626,280.09503,276.83592,281.55667,284.28438,282.13624,280.85372,280.82395,279.54301,511.92480,508.50165,508.90553,511.30605,512.76547,528.91350,513.91208,280.89473,280.81867,510.75441,513.46654,514.39995,513.62520,515.11014,511.88040,514.99170,517.57622,515.79595,518.65572,520.89208,519.45072,527.69917,527.76277,531.85755,535.54440,511.39647,510.70142,282.92590,283.31300,284.66984,286.49422,290.27483,292.54545,281.53828,283.69623,285.70839,280.90174,289.16747,535.37738,515.09470,511.14368,
5.96,277.67443,275.77659,280.09215,276.85946,281.58018,284.32936,282.10955,280.81962,280.79638,279.51960,511.93392,508.48818,508.90917,511.36041,512.82752,528.99337,513.84288,280.85260,280.78566,510.70440,513.48066,514.41431,513.64225,515.12432,511.89995,515.01602,517.58748,515.83177,518.64851,520.89077,519.40221,527.68070,527.75425,531.85397,535.54869,511.30706,510.63353,282.93407,283.32106,284.67620,286.49363,290.27008,292.54339,281.54950,283.71626,285.68170,280.87440,289.12653,535.38173,515.04648,511.19787,
5.97,277.67824,275.76865,280.09113,276.88326,281.60372,284.36483,282.08198,280.78632,280.76930,279.49606,511.94268,508.47912,508.91763,511.41530,512.88944,529.05047,513.77171,280.81133,280.75317,510.65445,513.49396,514.42713,513.65894,515.13636,511.92164,515.03873,517.59380,515.86503,518.63515,520.88046,519.34642,527.64440,527.72760,531.82697,535.52461,511.21849,510.56659,282.94134,283.32788,284.67987,286.48802,290.25543,292.52837,281.56185,283.73478,285.65105,280.84719,289.08643,535.35771,514.99099,511.25264,
5.98,277.68178,275.76242,280.09208,276.90729,281.62712,284.39079,282.05359,280.75380,280.74268,279.47226,511.95079,508.47417,508.93080,511.47062,512.95102,529.08492,513.69864,280.77094,280.72134,510.60426,513.50611,514.43803,513.67503,515.14590,511.94513,515.05953,517.59499,515.89525,518.61548,520.86085,519.28324,527.59022,527.68284,531.77643,535.47198,511.13093,510.50049,282.94761,283.33336,284.68066,286.47737,290.23087,292.50044,281.57526,283.75170,285.61627,280.81995,289.04713,535.30532,514.92828,511.30778,
5.99,277.68515,275.75800,280.09500,276.93158,281.65050,284.40718,282.02442,280.72219,280.71665,279.44840,511.95842,508.47363,508.94892,511.52641,513.01223,529.09654,513.62383,280.73160,280.69017,510.55408,513.51726,514.44727,513.69065,515.15317,511.97070,515.07866,517.59118,515.92273,518.58968,520.83236,519.21302,527.51839,527.62038,531.70270,535.39121,511.04462,510.43546,282.95288,283.33755,284.67872,286.46176,290.19652,292.45973,281.58979,283.76704,285.57768,280.79281,289.00874,535.22462,514.85854,511.36351,
6,277.68830,275.75534,280.09988,276.95610,281.67374,284.41410,281.99449,280.69151,280.69125,279.42446,511.96563,508.47727,508.97169,511.58243,513.07303,529.08540,513.54724,280.69325,280.65971,510.50413,513.52745,514.45454,513.70561,515.15800,511.99812,515.09583,517.58224,515.94710,518.55761,520.79457,519.13565,527.42881,527.53979,531.60554,535.28225,510.95957,510.37169,282.95718,283.34041,284.67394,286.44108,290.15220,292.40609,281.60526,283.78074,285.53510,280.76583,288.97133,535.11578,514.78171,511.41948,
6.01,277.69128,275.75446,280.10660,276.98075,281.69679,284.41148,281.96390,280.66178,280.66640,279.40047,511.97231,508.48526,508.99917,511.63882,513.13311,529.05172,513.46916,280.65594,280.62994,510.45418,513.53651,514.46015,513.71992,515.16032,512.02726,515.11097,517.56811,515.96844,518.51922,520.74766,519.05125,527.32158,527.44150,531.48514,535.14510,510.87594,510.30904,282.96046,283.34188,284.66633,286.41534,290.09810,292.33968,281.62172,283.79267,285.48861,280.73895,288.93495,534.97881,514.69785,511.47568,
6.02,277.69407,275.75534,280.11526,277.00557,281.71960,284.39928,281.93256,280.63303,280.64217,279.37641,511.97839,508.49742,509.03118,511.69533,513.19253,528.99522,513.38953,280.61975,280.60100,510.40459,513.54432,514.46354,513.73339,515.15990,512.05796,515.12396,517.54862,515.98638,518.47446,520.69139,518.95952,527.19659,527.32509,531.34149,534.97982,510.79363,510.24771,282.96255,283.34188,284.65574,286.38453,290.03415,292.26044,281.63906,283.80280,285.43823,280.71233,288.89957,534.81364,514.60689,511.53213,
6.03,277.69663,275.75793,280.12578,277.03049,281.74213,284.37765,281.90063,280.60533,280.61863,279.35241,511.98399,508.51375,509.06765,511.75189,513.25095,528.91612,513.30841,280.58474,280.57280,510.35517,513.55088,514.46491,513.74596,515.15687,512.09015,515.13469,517.52371,516.00099,518.42314,520.62583,518.86088,527.05401,527.19092,531.17460,534.78646,510.71298,510.18775,282.96357,283.34041,284.64220,286.34853,289.96032,292.16839,281.65719,283.81103,285.38384,280.68594,288.86528,534.62052,514.50890,511.58857,
6.04,277.69892,275.76229,280.13808,277.05547,281.76432,284.34650,281.86801,280.57861,280.59579,279.32841,511.98876,508.53419,509.10842,511.80845,513.30829,528.81449,513.22567,280.55081,280.54546,510.30612,513.55594,514.46396,513.75735,515.15085,512.12347,515.14280,517.49313,516.01183,518.36514,520.55079,518.75478,526.89362,527.03863,530.98446,534.56509,510.63389,510.12909,282.96324,283.33729,284.62552,286.30733,289.87653,292.06352,281.67594,283.81726,285.32552,280.65978,288.83211,534.39921,514.40364,511.64496,
6.05,277.70227,275.76872,280.15338,277.08120,281.78760,284.30746,281.83618,280.55350,280.57395,279.30494,511.99561,508.55935,509.15593,511.86609,513.36753,528.69350,513.14431,280.51855,280.51917,510.25814,513.56518,514.46754,513.77398,515.14912,512.16346,515.15502,517.46500,516.02536,518.30828,520.47509,518.64898,526.72535,526.87883,530.78216,534.32608,510.55777,510.07265,282.96557,283.33664,284.61034,286.26599,289.78896,291.95251,281.69852,283.82519,285.26766,280.63424,288.80073,534.16419,514.30154,511.70337,
6.06,277.70318,275.77616,280.16814,277.10562,281.80772,284.25642,281.80140,280.52871,280.55241,279.28094,511.99675,508.58706,509.20260,511.92105,513.41951,528.54455,513.05687,280.48691,280.49350,510.20986,513.56232,514.45597,513.77732,515.13076,512.19404,515.15204,517.41606,516.02316,518.23056,520.37346,518.52262,526.52156,526.68196,530.53659,534.04051,510.48124,510.01680,282.95947,283.32683,284.58359,286.21013,289.68059,291.81679,281.71574,283.82401,285.19783,280.60867,288.76946,533.87642,514.17428,511.75767,
6.07,277.70443,275.78537,280.18522,277.13037,281.82815,284.19682,281.76671,280.50521,280.53160,279.25724,511.99901,508.61913,509.25481,511.97636,513.47184,528.37539,512.96949,280.45659,280.46865,510.16217,513.56143,514.44644,513.78328,515.11401,512.22885,515.15043,517.36671,516.02083,518.15093,520.26802,518.39346,526.30645,526.47418,530.27534,533.73390,510.40703,509.96262,282.95433,283.31772,284.55644,286.15210,289.56617,291.67265,281.73524,283.82290,285.12670,280.58343,288.73963,533.56922,514.04560,511.81269,
6.08,277.70554,275.79629,280.20390,277.15499,281.84795,284.12801,281.73157,280.48275,280.51160,279.23374,512.00038,508.65483,509.31060,512.03108,513.52221,528.18406,512.88074,280.42748,280.44469,510.11509,513.55886,514.43428,513.78769,515.09410,512.26425,515.14578,517.31133,516.01440,518.06444,520.15311,518.25738,526.07411,526.24881,529.99151,533.40000,510.33443,509.90999,282.94780,283.30687,284.52612,286.08893,289.44216,291.51611,281.75504,283.81949,285.05172,280.55858,288.71098,533.23519,513.91023,511.86728,
6.09,277.70623,275.80871,280.22406,277.17938,281.86703,284.04992,281.69577,280.46141,280.49232,279.21056,512.00068,508.69411,509.36973,512.08502,513.57055,527.97073,512.79050,280.39958,280.42164,510.06877,513.55398,514.41902,513.78995,515.07026,512.29960,515.13743,517.24952,516.00313,517.97050,520.02794,518.11361,525.82389,526.00527,529.68448,533.03838,510.26368,509.85903,282.93954,283.29392,284.49222,286.02015,289.30814,291.34689,281.77488,283.81343,284.97255,280.53425,288.68347,532.87357,513.76736,511.92099,
6.1,277.70649,275.82261,280.24554,277.20351,281.88529,283.96259,281.65938,280.44112,280.47380,279.18751,511.99967,508.73667,509.43178,512.13789,513.61644,527.73523,512.69877,280.37286,280.39945,510.02312,513.54653,514.40018,513.78965,515.04213,512.33447,515.12498,517.18074,515.98662,517.86900,519.89239,517.96198,525.55561,525.74325,529.35416,532.64904,510.19460,509.80961,282.92935,283.27868,284.45449,285.94564,289.16403,291.16475,281.79441,283.80451,284.88902,280.51029,288.65715,532.48423,513.61680,511.97380,
6.11,277.70535,275.83720,280.26721,277.22656,281.90171,283.86601,281.62194,280.42168,280.45597,279.16493,511.99353,508.77875,509.49019,512.18545,513.65310,527.47893,512.60239,280.34700,280.37834,509.97889,513.52817,514.36895,513.77773,515.00183,512.36004,515.10036,517.09878,515.95724,517.75420,519.74243,517.79836,525.26927,525.46430,529.00392,532.23348,510.12594,509.76235,282.91102,283.25560,284.40912,285.86309,289.01058,290.97235,281.80812,283.78831,284.79920,280.48836,288.63171,532.07260,513.45968,512.02357,
6.12,277.70417,275.85349,280.29045,277.24941,281.91725,283.75989,281.58365,280.40319,280.43879,279.14240,511.98828,508.82638,509.55552,512.23433,513.69095,527.19861,512.50571,280.32218,280.35765,509.93448,513.51267,514.33998,513.76897,514.96208,512.39038,515.07598,517.01283,515.92648,517.63356,519.58245,517.62760,524.96153,525.16264,528.62406,531.78543,510.05894,509.71544,282.89515,283.23380,284.36185,285.77504,288.84440,290.76287,281.82507,283.77146,284.70514,280.46502,288.60725,531.62479,513.29058,512.07250,
6.13,277.70256,275.87113,280.31487,277.27186,281.93177,283.64496,281.54491,280.38578,280.42233,279.12031,511.98179,508.87704,509.62335,512.28207,513.72600,526.89731,512.40778,280.29858,280.33782,509.89109,513.49437,514.30720,513.75723,514.91785,512.41976,515.04719,516.91979,515.89030,517.50541,519.41216,517.44950,524.63645,524.84298,528.22173,531.31086,509.99373,509.67026,282.87729,283.20957,284.31077,285.68141,288.66856,290.54113,281.84156,283.75166,284.60706,280.44226,288.58398,531.15082,513.11421,512.12031,
6.14,277.70046,275.89001,280.34021,277.29376,281.94515,283.52110,281.50550,280.36936,280.40670,279.09861,511.97380,508.93044,509.69309,512.32821,513.75777,526.57491,512.30836,280.27612,280.31897,509.84854,513.47291,514.27037,513.74221,514.86856,512.44766,515.01352,516.81924,515.84810,517.36897,519.23102,517.26329,524.29360,524.50520,527.79675,530.80934,509.93013,509.62681,282.85706,283.18266,284.25556,285.58185,288.48278,290.30690,281.85723,283.72862,284.50458,280.42001,288.56178,530.64984,512.92998,512.16644,
6.15,277.69771,275.91004,280.36641,277.31501,281.95718,283.38847,281.46547,280.35388,280.39178,279.07733,511.96390,508.98629,509.76449,512.37243,513.78566,526.23147,512.20709,280.25472,280.30097,509.80717,513.44776,514.22870,513.72319,514.81384,512.47334,514.97424,516.71058,515.79928,517.22389,519.03844,517.06862,523.93228,524.14870,527.34852,530.28047,509.86803,509.58496,282.83428,283.15269,284.19590,285.47599,288.28670,290.05991,281.87165,283.70187,284.39735,280.39843,288.54064,530.12156,512.73727,512.21067,
6.16,277.69420,275.93106,280.39322,277.33546,281.96767,283.24707,281.42466,280.33939,280.37762,279.05651,511.95198,509.04435,509.83697,512.41434,513.80932,525.86716,512.10397,280.23439,280.28379,509.76670,513.41867,514.18203,513.69983,514.75340,512.49641,514.92894,516.59346,515.74337,517.06970,518.83429,516.86513,523.55272,523.77361,526.87711,529.72448,509.80741,509.54473,282.80874,283.11955,284.13161,285.36371,288.08034,289.80018,281.88466,283.67118,284.28536,280.37736,288.52051,529.56605,512.53581,512.25257,
6.17,277.68991,275.95305,280.42053,277.35510,281.97662,283.09716,281.38312,280.32572,280.36418,279.03619,511.93780,509.10431,509.91011,512.45391,513.82864,525.48248,511.99877,280.21505,280.26753,509.72742,513.38524,514.13006,513.67170,514.68664,512.51638,514.87714,516.46763,515.67996,516.90620,518.61823,516.65270,523.15468,523.37968,526.38263,529.14137,509.74804,509.50611,282.78019,283.08300,284.06247,285.24494,287.86361,289.52769,281.89597,283.63637,284.16836,280.35693,288.50133,528.98359,512.32553,512.29221,
6.18,277.68489,275.97587,280.44823,277.37378,281.98377,282.93875,281.34077,280.31290,280.35142,279.01642,511.92141,509.16594,509.98372,512.49081,513.84300,525.07758,511.89142,280.19662,280.25203,509.68933,513.34721,514.07236,513.63862,514.61345,512.53295,514.81867,516.33275,515.60879,516.73299,518.39000,516.43115,522.73816,522.96692,525.86514,528.53143,509.68987,509.46909,282.74858,283.04287,283.98839,285.11948,287.63659,289.24251,281.90532,283.59732,284.04635,280.33716,288.48307,528.37431,512.10606,512.32910,
6.19,277.67892,275.99944,280.47613,277.39149,281.98921,282.77199,281.29759,280.30091,280.33939,278.99721,511.90239,509.22900,510.05745,512.52490,513.85248,524.65278,511.78205,280.17915,280.23741,509.65244,513.30447,514.00876,513.60011,514.53358,512.54559,514.75304,516.18862,515.52963,516.55012,518.14961,516.20024,522.30316,522.53538,525.32482,527.89491,509.63295,509.43351,282.71370,282.99904,283.90918,284.98730,287.39921,288.94481,281.91256,283.55379,283.91918,280.31802,288.46573,527.73833,511.87748,512.36326,
6.2,277.67204,276.02370,280.50426,277.40804,281.99265,282.59713,281.25360,280.28969,280.32812,278.97862,511.88087,509.29326,510.13076,512.55602,513.85647,524.20849,511.67029,280.16256,280.22361,509.61685,513.25673,513.93908,513.55606,514.44674,512.55417,514.68021,516.03508,515.44213,516.35736,517.89701,515.96004,521.84993,522.08525,524.76192,527.23217,509.57710,509.39965,282.67548,282.95144,283.82483,284.84840,287.15161,288.63463,281.91751,283.50566,283.78690,280.29963,288.44924,527.07630,511.63954,512.39437,
6.21,277.66424,276.04855,280.53232,277.42345,281.99413,282.41433,281.20872,280.27920,280.31749,278.96066,511.85668,509.35858,510.20360,512.58385,513.85504,523.74524,511.55621,280.14680,280.21056,509.58246,513.20380,513.86315,513.50617,514.35280,512.55822,514.59968,515.87194,515.34593,516.15441,517.63195,515.71035,521.37852,521.61664,524.17666,526.54362,509.52226,509.36723,282.63375,282.89991,283.73521,284.70269,286.89381,288.31218,281.91997,283.45285,283.64945,280.28189,288.43354,526.38829,511.39230,512.42220,
6.22,277.65532,276.07389,280.56025,277.43761,281.99350,282.22360,281.16296,280.26940,280.30756,278.94332,511.82950,509.42469,510.27548,512.60835,513.84771,523.26322,511.43986,280.13178,280.19830,509.54944,513.14539,513.78053,513.45009,514.25135,512.55739,514.51129,515.69903,515.24109,515.94132,517.35437,515.45107,520.88904,521.12955,523.56929,525.82955,509.46832,509.33629,282.58837,282.84428,283.64014,284.55005,286.62587,287.97753,281.91974,283.39509,283.50668,280.26485,288.41862,525.67488,511.13558,512.44664,
